nomem_encr,gender_ds,age_qt,has_partner_now_fl,actual_number_of_household_children_qt,number_of_household_children_increase_fl,got_first_child_fl,got_married_fl,married_now_fl,actual_civil_status_ds,actual_domestic_situation_ds,actual_dwelling_ds,actual_urban_type_ds,actual_occupation_type_ds,actual_household_gross_monthly_income_qt,actual_household_gross_monthly_income_med_qt,actual_household_gross_monthly_income_std_qt,actual_household_net_monthly_income_qt,actual_household_net_monthly_income_med_qt,actual_household_net_monthly_income_std_qt,cf20m130,cf19l130,cf18k130,cf17j130,cf14g130,cf15h130,cf16i130,cf20m031,cf19l031,cf18k031,cf17j031,cf20m028,cf17j028,cf20m029,cf19l029,cf08a178,cf08a179,cf10c166,cf11d186,cf20m129,cf20m456,cf20m457,cf20m458,cf19l472,cf20m203_ds,cf20m204_ds,cf20m202_ds,cf20m251,cf17j398,cf20m245_ds,cf20m248_ds,cf20m249,cf20m387,cf20m384,cd20m024,ca18f023,cd20m083,cf20m005,cf20m009,ch20m219,cf20m007,cf20m008,cf20m011,cf20m012,cf20m013,cf20m014,cf20m015,cf20m016,personality_1,personality_2,personality_3,personality_4,personality_5,cf20m130_isna_fl,cf19l130_isna_fl,cf18k130_isna_fl,cf17j130_isna_fl,cf14g130_isna_fl,cf15h130_isna_fl,cf16i130_isna_fl,cf20m031_isna_fl,cf19l031_isna_fl,cf20m028_isna_fl,cf20m029_isna_fl,cf19l029_isna_fl,cf20m251_isna_fl,cf20m249_isna_fl
719395,male,28.0,1.0,1.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Rental dwelling,Not urban,Has (partial) work disability,1663.78973536732,1537.72514982872,156.15880600911802,1220.0,1138.0,43.91996255312604,4.0,5.0,5.0,6.0,5.0,6.0,5.0,,,,,,,,,,,8.0,,6.0,,,,,missing,missing,missing,,,missing,missing,,,,,,,1956.0,1956.0,0.0,1.0,,1.0,,,,,,1.2490943983548153,0.10022650965897145,0.5172906695133452,0.9230579861211882,1.1522127566623295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
725667,female,43.0,1.0,0.0,0.0,0.0,1.0,1.0,Married,"(Un)married co-habitation, without child(ren)",Self owned dwelling,Slightly urban,Paid employment,4794.57618302731,4794.57618302731,576.9580471285199,3290.0,3290.0,350.34142502181004,,,,,,,,2015.0,2015.0,2015.0,2015.0,,,2003.0,2003.0,,,,1.0,,,,,,missing,missing,missing,,,missing,missing,,,,285000.0,,,1947.0,1953.0,0.0,1.0,,1.0,,,,,,1.0194714090596098,-0.9468533600850921,0.79924400188966,-1.5563904504458792,-1.4541515417944209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
715015,female,36.0,0.0,1.0,1.0,1.0,1.0,1.0,Divorced," Single, with child(ren)",Rental dwelling,Very urban,Paid employment,2159.81574494805,1675.36144173181,1453.0785185602713,1500.0,1200.0,922.1237035644001,,,,,,,,,,,,2020.0,2013.0,,,,,1.0,,,2016.0,,,,missing,missing,missing,,,missing,missing,,360.0,,,,,1960.0,1963.0,0.0,1.0,,1.0,,,,1.0,2.0,0.9170835800461422,0.09213110995596849,-0.9529940711029343,0.3145351536917244,0.5411073652522951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
733094,female,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Never been married,Single,missing,Extremely urban,Attends school or is studying,963.353122324604,963.353122324604,0.0,750.0,750.0,0.0,,,,,2.0,,,,,,,,,,,,,2.0,,,2015.0,2015.0,2018.0,,missing,missing,missing,,,0.0,missing,,,,,,,,1954.0,0.0,1.0,,1.0,,,,2.0,2.0,-1.3072737163098442,0.39899631469012015,0.7624029202182554,1.7704424695979475,-0.29983073955249107,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
718002,female,28.0,1.0,2.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Very urban,"Autonomous professional, freelancer, or self-employed",11995.4994801519,6430.32175942314,2861.618225542888,8100.0,4600.0,1846.742658328523,3.0,6.0,5.0,10.0,10.0,6.0,5.0,,,,,2019.0,,2020.0,,,,7.0,1.0,2.0,,,,,missing,missing,missing,,,missing,missing,,,,,,,1959.0,1962.0,0.0,1.0,,1.0,,,,,,-0.18492282206482938,-1.1590536602668144,-0.2789348358930796,-0.2143761174835622,-0.4131196375544876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
729201,female,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Never been married,Single,Rental dwelling,Slightly urban,Attends school or is studying,700.0,700.0,0.0,750.0,750.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,missing,missing,missing,,,missing,missing,,,,,,,,,,,,,,,,,,-0.6144284594955204,-0.08044946779773496,-0.885846258455511,0.9164359025002192,0.48597710793514176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
731115,female,28.0,1.0,0.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, without child(ren)",Self owned dwelling,Not urban,Paid employment,5172.91878092367,5172.91878092367,340.0814443019611,3500.0,3500.0,202.91986247835695,1.0,1.0,3.0,5.0,,5.0,,,,,,,,2015.0,2015.0,,,2.0,,2.0,,,,,missing,missing,missing,,0.0,missing,missing,,,,230000.0,,182721.0,1960.0,1966.0,0.0,1.0,,1.0,,,,,,-0.6445687861129444,-0.30999480898234194,1.3431382196751014,1.217384247118543,0.47107638984528866,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
723732,female,40.0,1.0,2.0,1.0,1.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Moderately urban,Paid employment,6629.60257972105,6438.31339112266,820.4126282387012,4370.0,4264.0,361.9968759726104,,,,,2.0,1.0,,,,,,,,2001.0,2001.0,,,,2.0,,2011.0,2016.0,,,missing,missing,missing,,1833.9781896195,missing,missing,,1030.0,,,15000.0,,,1940.0,0.0,,,1.0,,,,,2.0,-0.16808495449387637,-0.2740131003779329,0.28931515616258197,1.2962603857815216,-0.1982840560769852,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
724099,female,36.0,1.0,0.0,0.0,0.0,0.0,1.0,Married,"(Un)married co-habitation, without child(ren)",Self owned dwelling,Extremely urban,Paid employment,6457.0,4870.0,1390.622710883398,4650.0,4100.0,802.2368937000124,,,,,,,,2009.0,2009.0,2009.0,2009.0,,,2008.0,2008.0,,,,2.0,,2012.0,,,,missing,missing,missing,,16805.2601586527,missing,missing,,,,,6000.0,,1954.0,1956.0,0.0,1.0,,1.0,,,,,,1.2765181780127628,2.2170471447244062,0.9582217897311885,-0.2294722232080878,0.6392905322907619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
708653,female,27.0,0.0,1.0,1.0,0.0,0.0,0.0,Never been married," Single, with child(ren)",Self owned dwelling,Extremely urban,Job seeker following job loss,948.009599380784,2284.26753338944,1064.4938040945965,750.0,1750.0,798.256022392788,,,,,,,,,,,,,,,,,,8.0,,,,,,,missing,missing,missing,,0.0,missing,missing,,,,,,,1960.0,1961.0,0.0,1.0,,1.0,,,,,,1.1957994112317651,-1.9295378741869267,-1.7320459729917197,0.09515750454771751,-0.018269562112182895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
710199,male,27.0,1.0,1.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Moderately urban,Paid employment,,4559.8639256992155,142.76055279002168,,3230.0,135.7719876632608,6.0,10.0,7.0,5.0,,10.0,10.0,,,,,,,,,,,,2.0,2.0,,,,,missing,missing,missing,,,missing,missing,,,,,,,1958.0,1964.0,0.0,1.0,,1.0,,,,,,-0.874428581427327,0.21152526543377448,0.4938315724608039,0.6763345318075918,0.3315554106092282,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
727520,female,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Never been married,Single,Rental dwelling,Moderately urban,Paid employment,3244.0,3244.0,47.686167682413874,2412.0,2412.0,102.90343846081545,5.0,6.0,10.0,,10.0,,8.0,,,,,,,,,,,10.0,,2.0,,,,,missing,missing,missing,,,missing,missing,,,,,16000.0,,1956.0,1960.0,0.0,1.0,,1.0,,,,,,-1.3861475610845777,1.9093657658608314,1.1836520637844066,1.5254520520868942,0.4128668545626401,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
732209,female,41.0,1.0,2.0,0.0,0.0,0.0,1.0,Married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Extremely urban,Paid employment,7400.0,2500.0,1330.7683156460262,5000.0,1700.0,1120.6142319921942,,,,,,,,1998.0,1998.0,1999.0,1999.0,,,1998.0,1998.0,,,,1.0,,1999.0,2005.0,,,missing,missing,missing,,,missing,missing,,,,,,,,1946.0,0.0,,,1.0,,,,,2.0,-0.9671363358700467,0.35527978796840476,0.6026732792596967,1.0886700716040003,-0.11271350544022105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
705569,female,26.0,0.0,0.0,1.0,1.0,0.0,0.0,Never been married,Single,missing,Very urban,Paid employment,5000.0,5000.0,2117.4888853189736,3800.0,3375.37842971231,1680.0888818037802,6.0,3.0,4.0,6.0,8.0,8.0,6.0,,,,,,2017.0,2020.0,,,,,,2.0,,,,,missing,missing,missing,,0.0,missing,missing,,,,,11000.0,,1969.0,1964.0,0.0,1.0,,1.0,,,,,,-0.7259354298726343,0.7816233028326017,-0.21227667576606757,0.9029246649451214,0.10452713443257344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
724041,female,37.0,1.0,2.0,0.0,0.0,0.0,1.0,Married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Not urban,Paid employment,,,,,,,,,,,,,,2008.0,2009.0,2009.0,2009.0,2000.0,,,2007.0,,,,1.0,,2010.0,2009.0,,,missing,missing,missing,,,missing,missing,,,,,,,,1959.0,0.0,,,1.0,,,,,1.0,0.5736264397943707,-0.2464553533413403,-1.4066452725127834,-1.1622182541789465,-0.9950829649620787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
709335,female,37.0,1.0,2.0,1.0,1.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Not urban,Paid employment,10354.2384492511,7795.0,1578.2393186512165,6400.0,5200.0,709.8046827482414,,,,2.0,1.0,,,,,,,,,2008.0,2008.0,,,,1.0,,2015.0,2018.0,,,4.0,3.0,5.0,,,0.0,missing,4.0,,,,5000.0,,,,0.0,,,,,,,,,-0.7346316462761551,0.08988664071501411,1.3329622488155843,-0.5345615472101666,0.38711606090914763,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
706746,male,33.0,1.0,0.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, without child(ren)",Self owned dwelling,Slightly urban,Paid employment,8769.0,4070.0,1196.9604381453398,5960.0,2680.0,791.9033174558184,,5.0,,5.0,,,,,,,,,2016.0,2017.0,2017.0,,,8.0,,,,,,,missing,missing,missing,,,missing,missing,,,,500000.0,8000.0,425000.0,1955.0,1960.0,0.0,1.0,,1.0,,,,1.0,1.0,-0.6666787420068149,-0.7871286959528238,-0.3253992030042825,1.3171836008601427,-0.6949104805425174,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
719271,female,27.0,1.0,1.0,1.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Not urban,Attends school or is studying,5860.0699724805,5860.0699724805,689.8060024720108,3900.0,3900.0,261.513132288243,10.0,10.0,5.0,10.0,12.0,10.0,10.0,,,,,,,,,,,8.0,,2.0,,,,,missing,missing,missing,,,missing,missing,,,,,,,,1963.0,0.0,,,1.0,,,,,1.0,0.3944700709001881,1.568728452406377,1.6566929256598872,0.20071467015909553,1.4657203774113619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
709740,male,27.0,1.0,0.0,0.0,0.0,1.0,1.0,Married,"(Un)married co-habitation, without child(ren)",Self owned dwelling,Not urban,Paid employment,6839.14939049793,6839.14939049793,1366.7675884719965,4500.0,4500.0,897.6158898517147,3.0,3.0,3.0,,,,,,,,,,,2020.0,,,,,,2.0,,,,,missing,missing,missing,,,missing,missing,,,,305000.0,5000.0,,1962.0,1962.0,0.0,1.0,,1.0,,,,,,-1.6602723317545942,-0.27460089893995066,0.3037014659179357,0.007442024091094437,-0.4460982713310775,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
723802,female,35.0,0.0,1.0,1.0,1.0,0.0,0.0,Never been married," Single, with child(ren)",Rental dwelling,Not urban,Job seeker following job loss,1200.0,1200.0,174.11166938985312,900.0,850.0,17.327358187910583,,,,4.0,,,1.0,,,,,,2017.0,,,,,,,,2016.0,,,,missing,missing,missing,,,missing,missing,,,,,500.0,,1952.0,1953.0,0.0,1.0,,1.0,,,,1.0,1.0,1.585312388582456,0.4939951079833684,0.38392626984627126,-2.4051131346083072,-1.8388105047086105,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
707617,female,45.0,1.0,2.0,1.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Very urban,Paid employment,,3498.56364475535,8.57974775377078,,2500.0,0.0,,,,,,,,,,,,,,1998.0,1998.0,,,,2.0,,2010.0,2011.0,,,missing,missing,missing,,1336.40001496558,missing,missing,,,,,,,1950.0,1948.0,0.0,1.0,,1.0,,,,,,0.1656606173221791,-0.8871126652801434,-0.7240292335961211,-0.04857185391031371,-1.2514557252037934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
728005,female,40.0,1.0,1.0,1.0,1.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Very urban,Takes care of the housekeeping,3600.0,6219.9350858454,1201.674709098933,2200.0,4000.0,911.0597731593642,,,,,2.0,,3.0,,,,,,,2005.0,2005.0,,,,3.0,,2015.0,,,,missing,missing,missing,,,missing,missing,,,,350000.0,,,1947.0,1949.0,,1.0,,1.0,,,,,,-0.9130293352230752,-0.08132553590882691,1.2696159120913362,0.7883638739457842,1.680334246445066,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
732830,female,30.0,1.0,0.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, without child(ren)",Rental dwelling,Extremely urban,Paid employment,4872.08557150186,3000.0,1782.518619760517,3650.0,2000.0,1249.8007186240457,5.0,5.0,5.0,10.0,7.0,5.0,10.0,,,,,,,2019.0,2019.0,,,,,2.0,,,,,missing,missing,missing,,4234.12671043274,missing,missing,,,,,,,1952.0,1953.0,0.0,1.0,,1.0,,,,,,0.6271467505536648,0.39386212659811687,0.4460746677575921,-0.3427951447179686,0.03431074286090874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
701016,male,41.0,1.0,1.0,1.0,1.0,1.0,1.0,Married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Moderately urban,Paid employment,8383.41576934262,5688.37987804405,962.2688180021593,5350.0,3900.0,509.71826016233143,,,,,,,,2012.0,2012.0,2012.0,2012.0,,,2009.0,2009.0,,,,2.0,,2013.0,,,,missing,missing,missing,,,missing,missing,,77.0,,315000.0,5000.0,277500.0,,1948.0,0.0,,,1.0,,,,,2.0,-0.528009972761107,0.14290697411219647,0.30435385986102553,-0.0852932455540112,-0.20694739391384231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
724061,male,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Never been married,Single,Rental dwelling,Extremely urban,Attends school or is studying,300.0,300.0,173.20508075688772,300.0,300.0,173.20508075688772,,,,,,,,,,,,,,,,,,8.0,,,,,,,missing,missing,missing,,,missing,missing,,,,,,,1957.0,1955.0,0.0,1.0,,1.0,,,,1.0,2.0,0.2268871648717389,-2.296128056193578,-0.31052868511217846,0.4205792767611467,0.8332874538488251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
712901,female,40.0,1.0,1.0,0.0,0.0,1.0,1.0,Married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Very urban,Paid employment,4856.42301476773,3832.46688828139,498.22059240385704,3471.0,3080.0,226.58322214783414,,,,,,,,2019.0,2019.0,,,,,2001.0,2001.0,,,,1.0,,2007.0,,,,missing,missing,missing,,7905.55912001169,missing,missing,,,,255000.0,2900.0,,,1946.0,0.0,,,1.0,,,,,2.0,-0.45002877758062804,-1.3461329208691006,1.33850710235277,1.0819326442773898,-0.6251821183507608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
732911,female,39.0,1.0,3.0,1.0,0.0,0.0,1.0,Married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Not urban,Works or assists in family business,,,,,,,,,,,2.0,2.0,0.0,2008.0,2008.0,2008.0,2008.0,,,2007.0,2007.0,,,,3.0,,2010.0,2013.0,2017.0,,2.0,1.0,1.0,,97671.1775755775,0.0,missing,2.0,,,,,,1953.0,1958.0,1.0,1.0,,1.0,,,,,,0.07645810360061878,0.3008154008165381,0.3640067736989902,-0.2707496765756159,-0.4920144700162812,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
723903,male,40.0,1.0,3.0,1.0,1.0,0.0,0.0,Divorced,"(Un)married co-habitation, with child(ren)",Rental dwelling,Moderately urban,Paid employment,3854.75318166547,3550.0,764.150576050425,3095.0,2760.0,793.2437826760226,,,,,7.0,,,,,,,,2016.0,2019.0,2019.0,,,,1.0,,2008.0,,,,missing,missing,missing,,,missing,missing,,,,,,,1953.0,1957.0,0.0,1.0,,1.0,,,,1.0,2.0,-0.10879180984627537,1.318788067645208,-1.485568540787894,0.05893313937590742,-0.5749222072820908,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
702784,female,37.0,1.0,2.0,1.0,1.0,1.0,1.0,Married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Not urban,Paid employment,5500.0,5500.0,388.9052962357941,4540.0,3650.0,474.6737048230288,,,1.0,1.0,,1.0,,2012.0,2012.0,2012.0,2012.0,,,2008.0,2008.0,,,,1.0,,2016.0,2018.0,,,1.0,5.0,4.0,780.0,70203.8999557717,0.0,missing,4.0,350.0,,290000.0,1500.0,248000.0,1952.0,1957.0,,1.0,,1.0,,,,,,-1.5600439902944756,0.41048404176546394,0.9134097981733508,-0.8444221495088643,-0.0061986429182534705,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
701430,male,37.0,1.0,2.0,1.0,1.0,1.0,1.0,Married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Extremely urban,Paid employment,8166.0,5813.0,705.5252456435711,5560.0,4075.0,613.8808465621122,,,,,,,,,,,,,,,,,,,,,,,,,missing,missing,missing,,,missing,missing,,,,,,,,,,,,,,,,,,-0.46722091082309153,-0.8624113839612731,-0.7708769448044857,-0.826853063014674,-0.7474997493117821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
731052,female,43.0,1.0,2.0,1.0,0.0,0.0,1.0,Married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Slightly urban,Paid employment,8100.0,6699.0,664.6001912323024,5500.0,4500.0,378.1528430548156,,,,,,,,2009.0,2009.0,,2009.0,,,2008.0,2008.0,,,,1.0,,2011.0,2013.0,,,missing,missing,missing,,,missing,missing,,560.0,,,,,,1949.0,0.0,,,1.0,,,,,2.0,-0.8503988397775507,-0.2269079017996574,-0.15917454422915206,-0.9886962847596283,-0.13327500842072607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
731248,male,36.0,1.0,5.0,1.0,1.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Rental dwelling,Moderately urban,Does something else,,,,,,,,,,,,1.0,,,,1985.0,1985.0,,,,,,,8.0,,,,,,,missing,missing,missing,,,missing,missing,,,,,,,,,0.0,,,,,,,,,-1.5703447519943843,-0.4573191609416076,0.13949614409329436,1.2672539851004858,-1.101755976466096,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
731268,female,27.0,1.0,1.0,1.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Moderately urban,First-time job seeker,5828.79623690273,5524.74693228913,349.7421301221054,4100.0,4063.0,226.6180343965248,,,,,,,,,,,,,,,,,,8.0,,,,,,,missing,missing,missing,,,missing,missing,,,,,3000.0,,1957.0,1958.0,0.0,1.0,,1.0,,,,,,0.48241209433331034,-1.2487135107168768,0.986911740441317,0.47327151950001445,-0.5448023172451195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
714338,female,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Never been married,Single,Rental dwelling,Very urban,Paid employment,3200.0,3200.0,67.6123403782813,2200.0,2200.0,16.903085094570308,,10.0,10.0,10.0,10.0,10.0,15.0,,,,,,,,,,,8.0,,,,,,,missing,missing,missing,,0.0,missing,missing,,,,,,,,,0.0,,,,,,,,,-1.607994180617911,0.960153076957682,0.6856221140009763,0.7262707296436252,0.9726999484753183,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
730532,female,27.0,1.0,1.0,1.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Very urban,Attends school or is studying,7000.0,7000.0,1490.8106782360908,5000.0,5000.0,1104.6424134779325,,5.0,5.0,6.0,10.0,10.0,8.0,,,,,,,,,,,,,,,,,,missing,missing,missing,,0.0,missing,missing,,,,,,,1960.0,1961.0,0.0,1.0,,1.0,,,,,,-0.8558920507562302,1.4799143866698476,1.8027130909725813,1.582477857416499,1.6797975692703389,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
709642,male,27.0,1.0,4.0,1.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Moderately urban,Paid employment,12884.5362562267,3968.80481834208,3475.0510625647985,8670.0,2720.0,2335.157621676607,5.0,5.0,5.0,4.0,,,,,,,,,,2016.0,2016.0,,,8.0,,2.0,,,,,missing,missing,missing,,,missing,missing,,,,,,,1966.0,1965.0,0.0,1.0,,1.0,,,,1.0,2.0,-1.0605445050757165,2.1396466869694297,1.2623585685995837,-0.4291989528638179,1.297323163528246,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
704470,female,41.0,0.0,2.0,1.0,1.0,0.0,1.0,Divorced," Single, with child(ren)",Self owned dwelling,Not urban,Paid employment,,3719.45723629107,439.30141007028857,,2680.0,145.46477236774544,,,4.0,,,,,2019.0,2019.0,,,,,2018.0,2018.0,,,,2.0,,2007.0,2009.0,,,missing,missing,missing,,,missing,missing,,,,,,,,1948.0,0.0,,,1.0,,,,,1.0,0.32817629592621606,0.03561002368483859,0.3526731081311999,0.36816207689086516,0.3145490190322448,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
715521,male,40.0,1.0,0.0,0.0,0.0,0.0,1.0,Married,"(Un)married co-habitation, without child(ren)",Self owned dwelling,Moderately urban,Job seeker following job loss,3800.0,4460.0,393.6629790519783,3250.0,3250.0,238.99344783896453,,,,,,,,2010.0,,,2010.0,,,2008.0,,,,,1.0,,2011.0,2012.0,,,missing,missing,missing,,,missing,missing,,,,,,,,1956.0,,,,1.0,,,,,1.0,-0.46632195854346,-0.471003953453722,-0.316170003206209,-0.15009527564687125,-0.4335537451502633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
730821,male,42.0,1.0,2.0,0.0,0.0,0.0,1.0,Married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Not urban,Paid employment,,,,,,,,,,,,,,2009.0,2009.0,2009.0,2009.0,,,2007.0,2007.0,,,,2.0,,2009.0,2010.0,,,missing,missing,missing,,0.0,missing,missing,,,,,,,1958.0,,0.0,,,,,,,,,0.6446440693808951,-0.3904132431953238,-1.4698760525718704,-1.1511289907819902,-1.4795516497889794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
703474,female,27.0,0.0,0.0,1.0,1.0,0.0,0.0,Never been married,Single,Rental dwelling,Extremely urban,Paid employment,3473.0,150.0,1497.6257351664233,2500.0,100.0,1055.9113658109816,6.0,5.0,10.0,8.0,,10.0,,,,,,,,,,,,,,3.0,,,,,missing,missing,missing,,,missing,missing,,,,,,,1961.0,1960.0,0.0,1.0,,1.0,,,,1.0,2.0,1.1360520477583425,1.1855208078175699,1.1761510918014784,0.3266503862585421,0.8717627107646723,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
709272,female,43.0,1.0,1.0,1.0,1.0,1.0,1.0,Married,"(Un)married co-habitation, with child(ren)",Rental dwelling,Slightly urban,Paid employment,,2727.41233803046,373.15241980078673,,2000.0,274.8649964683115,,,,1.0,,,1.0,2020.0,,,,,,2013.0,2013.0,,,6.0,1.0,,2010.0,2020.0,,,3.0,4.0,4.0,,0.0,0.0,missing,5.0,,,,,,1948.0,1951.0,0.0,1.0,,1.0,,,,,,1.5389386402024572,0.10812221673848343,0.011406273590601666,-0.10985331698409635,-1.9032728353224055,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
717636,male,36.0,1.0,0.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, without child(ren)",Self owned dwelling,Extremely urban,Paid employment,8576.0,5060.0,1111.7930231161833,5800.0,3610.0,627.4396856906676,,,,,,,,,,,,,,2008.0,2008.0,,,,1.0,,,,,,missing,missing,missing,,32448.9255292067,missing,missing,,,,,5000.0,,1959.0,1962.0,0.0,1.0,,1.0,,,,,,-0.19438313430453802,0.3672706571624296,0.23672405872383362,0.5280583192639836,-0.8716698245580519,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
