nomem_encr,actual_household_gross_monthly_income_qt,actual_household_net_monthly_income_qt,actual_household_gross_monthly_income_med_qt,actual_household_gross_monthly_income_std_qt,actual_household_net_monthly_income_std_qt,age_qt,gender_ds,got_married_fl,actual_household_net_monthly_income_med_qt,cf20m130_zero,cf20m130_negative,belbezig_2020_imputed,brutoink_f_2020_imputed,nettoink_f_2020_imputed,burgstat_2020_imputed,oplcat_2020_imputed,partner_2020_imputed,sted_2020_imputed,woning_2020_imputed,woonvorm_2020_imputed,cf20m130_imputed,cf20m129_imputed,cf20m128_imputed,cf20m005_imputed,cf20m008_imputed,cf20m009_imputed,cf20m012_imputed,cf20m014_imputed,cf20m398_imputed,cf20m025_imputed,cf20m028_imputed,cf20m029_imputed,cf20m030_imputed,cf20m031_imputed,cf20m402_imputed,cf20m166_imputed,cf20m185_imputed,cf20m186_imputed,cf20m250_imputed,cf20m251_imputed,cf20m471_imputed,cf20m472_imputed,cf20m486_imputed,cv20l068_imputed,cv20l103_imputed,cv20l125_imputed,cv20l126_imputed,cv20l130_imputed,cs20m180_imputed,cs20m370_imputed,cr20m041_imputed,cr20m093_imputed,cr20m094_imputed,ca20g023_imputed,cd20m024_imputed,ci20m043_imputed,ci20m309_imputed,ch20m219_imputed,year_last_child_imputed,num_children_imputed,cf20m130,cf20m129,cf20m128,cf20m025,cf20m030,cf20m402,cf20m166,ch20m219,migration_background_bg,belbezig_2020,brutoink_f_2020,nettoink_f_2020,burgstat_2020,oplcat_2020,partner_2020,sted_2020,woning_2020,woonvorm_2020,same_sex_ds,personality_1,personality_2,personality_3,personality_4,personality_5,new_child
732209,7400.0,5000.0,2500.0,1330.7683156460262,1120.6142319921942,41.0,female,0.0,1700.0,,,1.0,1600.0,1200.0,1.0,1.0,1.0,1.0,1.0,3.0,,,2.0,1944.0,2007.0,1946.0,,,,1.0,1998.0,1998.0,1.0,1998.0,1.0,,3.0,2.0,,,2.0,,5.0,0.0,5.0,1.0,5.0,5.0,99.0,2.0,6.0,2.0,2.0,,,0.0,1.0,0.0,2005.0,2,,,2.0,1.0,1.0,1.0,,0.0,102.0,1.0,1600.0,1200.0,1.0,1.0,1.0,1.0,1.0,3.0,False,-0.9671363358700468,0.3552797879684047,0.6026732792596967,1.0886700716040003,-0.112713505440221,0.0
705569,5000.0,3800.0,5000.0,2117.4888853189736,1680.0888818037802,26.0,female,0.0,3375.37842971231,6.0,6.0,1.0,5000.0,3800.0,5.0,3.0,0.0,2.0,1.0,1.0,6.0,2.0,1.0,1969.0,,1964.0,,,0.0,1.0,2019.0,2020.0,2.0,,1.0,8.0,1.0,1.0,,,2.0,,5.0,0.0,5.0,1.0,5.0,4.0,1.0,5.0,6.0,3.0,4.0,11000.0,210000.0,0.0,5.0,0.0,,0,6.0,2.0,1.0,1.0,2.0,1.0,,0.0,,1.0,5000.0,3800.0,5.0,3.0,0.0,2.0,,1.0,False,-0.7259354298726343,0.7816233028326017,-0.2122766757660675,0.9029246649451214,0.1045271344325734,0.0
724041,,,,,,37.0,female,0.0,,,,1.0,,,1.0,4.0,1.0,5.0,1.0,3.0,1.0,1.0,3.0,1958.0,,1959.0,,,21800.0383944616,2.0,2000.0,2007.0,1.0,2008.0,2.0,,2.0,2.0,10.0,180.0,2.0,,2.0,0.0,3.0,3.0,3.0,3.0,99.0,,4.0,4.0,3.0,,9999999999.0,0.0,3.0,0.0,2010.0,2,,,3.0,2.0,1.0,2.0,,0.0,0.0,1.0,,,1.0,4.0,1.0,5.0,1.0,3.0,False,0.5736264397943707,-0.2464553533413403,-1.4066452725127834,-1.1622182541789463,-0.9950829649620788,0.0
709335,10354.2384492511,6400.0,7795.0,1578.2393186512163,709.8046827482414,37.0,female,0.0,5200.0,3.0,3.0,1.0,4376.4797688512,2800.0,5.0,6.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,1952.0,2002.0,1955.0,2012.0,16.0,,1.0,2007.0,2008.0,2.0,,1.0,,2.0,2.0,20.0,946.0,2.0,,4.0,0.0,3.0,1.0,3.0,4.0,99.0,5.0,6.0,1.0,1.0,1500.0,500000.0,0.0,1.0,0.0,2018.0,2,,,2.0,1.0,2.0,1.0,,0.0,,1.0,4376.4797688512,2800.0,5.0,6.0,1.0,5.0,1.0,3.0,False,-0.7346316462761551,0.0898866407150141,1.3329622488155843,-0.5345615472101666,0.3871160609091476,0.0
706746,8769.0,5960.0,4070.0,1196.9604381453398,791.9033174558184,33.0,male,0.0,2680.0,8.0,8.0,1.0,4858.0,3180.0,5.0,5.0,1.0,4.0,1.0,2.0,5.0,2.0,3.0,1955.0,,1960.0,,,,1.0,2016.0,2017.0,2.0,,1.0,8.0,2.0,2.0,,,2.0,,2.0,0.0,3.0,1.0,2.0,5.0,0.0,6.0,5.0,3.0,4.0,4000.0,500000.0,0.0,5.0,0.0,,0,,,3.0,1.0,2.0,1.0,,0.0,0.0,1.0,4858.0,3180.0,5.0,5.0,1.0,4.0,1.0,2.0,False,-0.6666787420068149,-0.7871286959528238,-0.3253992030042825,1.3171836008601427,-0.6949104805425174,1.0
719271,5860.0699724805,3900.0,5860.0699724805,689.8060024720108,261.513132288243,27.0,female,0.0,3900.0,10.0,10.0,7.0,0.0,0.0,5.0,5.0,1.0,5.0,1.0,3.0,10.0,2.0,1.0,1966.0,,1963.0,,,0.0,,,,,,,3.0,,,,,2.0,,,0.0,3.0,1.0,5.0,4.0,0.0,3.0,6.0,1.0,4.0,,,0.0,,0.0,,0,10.0,2.0,1.0,,,,3.0,0.0,0.0,7.0,0.0,0.0,5.0,5.0,1.0,5.0,1.0,3.0,False,0.3944700709001881,1.568728452406377,1.6566929256598872,0.2007146701590955,1.465720377411362,0.0
709740,6839.14939049793,4500.0,6839.14939049793,1366.7675884719963,897.6158898517147,27.0,male,1.0,4500.0,3.0,3.0,1.0,3535.25006417101,2300.0,1.0,4.0,1.0,5.0,1.0,2.0,3.0,2.0,1.0,1962.0,,1962.0,,,6853.0,1.0,2014.0,2020.0,2.0,,1.0,9.0,2.0,2.0,,,2.0,,2.0,0.0,3.0,2.0,4.0,4.0,0.0,,6.0,2.0,4.0,7500.0,305000.0,0.0,,0.0,,0,3.0,2.0,1.0,1.0,2.0,1.0,,0.0,0.0,1.0,3535.25006417101,2300.0,1.0,4.0,1.0,5.0,1.0,2.0,False,-1.6602723317545942,-0.2746008989399506,0.3037014659179357,0.0074420240910944,-0.4460982713310775,1.0
723802,1200.0,900.0,1200.0,174.11166938985312,17.327358187910583,35.0,female,0.0,850.0,0.0,-6.0,4.0,1200.0,900.0,5.0,4.0,0.0,5.0,2.0,4.0,4.0,2.0,2.0,1952.0,,1953.0,,7.0,,2.0,2017.0,,2.0,,,6.0,1.0,1.0,,0.0,2.0,1.0,,0.0,5.0,3.0,4.0,4.0,99.0,,4.0,4.0,1.0,500.0,,0.0,5.0,0.0,2016.0,1,,,2.0,,,,6.0,0.0,0.0,4.0,1200.0,900.0,5.0,4.0,0.0,5.0,2.0,4.0,False,1.585312388582456,0.4939951079833684,0.3839262698462712,-2.4051131346083072,-1.8388105047086103,0.0
707617,,,3498.56364475535,8.57974775377078,0.0,45.0,female,0.0,2500.0,0.0,-1.0,1.0,1726.80486751182,1250.0,5.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1950.0,,1948.0,,,1338.0,1.0,1998.0,1998.0,2.0,,1.0,,1.0,2.0,16.0,600.0,2.0,,3.0,0.0,4.0,1.0,5.0,4.0,0.0,3.0,6.0,1.0,1.0,,9999999999.0,0.0,1.0,0.0,2011.0,2,,,2.0,1.0,2.0,1.0,,0.0,0.0,1.0,1726.80486751182,1250.0,5.0,2.0,1.0,2.0,1.0,3.0,True,0.1656606173221791,-0.8871126652801434,-0.7240292335961211,-0.0485718539103137,-1.2514557252037934,0.0
728005,3600.0,2200.0,6219.9350858454,1201.674709098933,911.0597731593642,40.0,female,0.0,4000.0,0.0,0.0,8.0,0.0,0.0,5.0,6.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1947.0,,1949.0,,,,1.0,1999.0,2005.0,2.0,,1.0,,1.0,2.0,,66.0,2.0,,4.0,0.0,4.0,2.0,2.0,3.0,0.0,1.0,5.0,2.0,2.0,1000.0,350000.0,0.0,1.0,0.0,2015.0,1,,,3.0,1.0,2.0,1.0,,,101.0,8.0,0.0,0.0,5.0,6.0,1.0,2.0,1.0,3.0,False,-0.9130293352230752,-0.0813255359088269,1.2696159120913362,0.7883638739457842,1.680334246445066,0.0
732830,4872.08557150186,3650.0,3000.0,1782.518619760517,1249.8007186240457,30.0,female,0.0,2000.0,5.0,5.0,1.0,2400.0,1900.0,5.0,6.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,1952.0,,1953.0,,,4647.0,1.0,2017.0,2019.0,2.0,,1.0,2.0,2.0,2.0,,,2.0,,3.0,0.0,3.0,2.0,3.0,4.0,1.0,7.0,6.0,1.0,4.0,,,0.0,5.0,0.0,,0,5.0,2.0,1.0,1.0,2.0,1.0,,0.0,0.0,1.0,2400.0,1900.0,5.0,6.0,1.0,1.0,2.0,2.0,False,0.6271467505536648,0.3938621265981168,0.4460746677575921,-0.3427951447179686,0.0343107428609087,0.0
701016,8383.41576934262,5350.0,5688.37987804405,962.2688180021592,509.7182601623314,41.0,male,1.0,3900.0,0.0,0.0,1.0,4727.89258608209,2950.0,1.0,5.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1945.0,1996.0,1948.0,,4.0,,1.0,2007.0,2009.0,1.0,2012.0,1.0,,2.0,2.0,,700.0,2.0,,2.0,0.0,4.0,2.0,3.0,4.0,1.0,6.0,5.0,1.0,1.0,5000.0,315000.0,0.0,1.0,0.0,2013.0,1,,,2.0,1.0,1.0,1.0,,0.0,0.0,1.0,4727.89258608209,2950.0,1.0,5.0,1.0,3.0,1.0,3.0,False,-0.528009972761107,0.1429069741121964,0.3043538598610255,-0.0852932455540112,-0.2069473939138423,0.0
724061,300.0,300.0,300.0,173.20508075688772,173.20508075688772,27.0,male,0.0,300.0,18.0,18.0,7.0,300.0,300.0,5.0,6.0,0.0,1.0,2.0,1.0,15.0,2.0,3.0,1957.0,,1955.0,,4.0,,,,,,,,6.0,,,,,2.0,,,0.0,5.0,1.0,5.0,5.0,0.0,,6.0,4.0,4.0,,,0.0,5.0,0.0,,0,,,3.0,,,,6.0,0.0,0.0,7.0,300.0,300.0,5.0,6.0,0.0,1.0,2.0,1.0,False,0.2268871648717389,-2.296128056193578,-0.3105286851121784,0.4205792767611467,0.8332874538488251,0.0
712901,4856.42301476773,3471.0,3832.46688828139,498.220592403857,226.5832221478341,40.0,female,1.0,3080.0,,,1.0,2550.0,1860.0,1.0,4.0,1.0,2.0,1.0,3.0,,,2.0,1938.0,2019.0,1946.0,,,7902.72687115024,1.0,2000.0,2001.0,1.0,2019.0,1.0,,1.0,2.0,10.0,107.0,2.0,,2.0,0.0,3.0,1.0,4.0,5.0,0.0,,6.0,3.0,3.0,2000.0,255000.0,0.0,1.0,0.0,2007.0,1,,,2.0,1.0,1.0,1.0,,0.0,0.0,1.0,2550.0,1860.0,1.0,4.0,1.0,2.0,1.0,3.0,False,-0.450028777580628,-1.3461329208691006,1.33850710235277,1.0819326442773898,-0.6251821183507608,0.0
732911,,,,,,39.0,female,0.0,,0.0,-1.0,2.0,,,1.0,5.0,1.0,5.0,1.0,3.0,0.0,1.0,2.0,1953.0,,1958.0,,,98206.0,1.0,2002.0,2007.0,1.0,2008.0,1.0,,2.0,1.0,16.0,0.0,2.0,,5.0,0.0,4.0,1.0,4.0,4.0,99.0,6.0,4.0,1.0,1.0,-8.0,9999999998.0,0.0,1.0,1.0,2017.0,3,,,2.0,1.0,1.0,1.0,,1.0,0.0,2.0,,,1.0,5.0,1.0,5.0,1.0,3.0,False,0.0764581036006187,0.3008154008165381,0.3640067736989902,-0.2707496765756159,-0.4920144700162812,0.0
723903,3854.75318166547,3095.0,3550.0,764.150576050425,793.2437826760226,40.0,male,0.0,2760.0,3.0,3.0,1.0,2100.0,1845.0,3.0,4.0,1.0,3.0,2.0,3.0,7.0,2.0,2.0,1953.0,,1957.0,,8.0,,1.0,2016.0,2019.0,2.0,,1.0,7.0,2.0,2.0,,0.0,2.0,,1.0,0.0,4.0,2.0,4.0,4.0,0.0,4.0,6.0,1.0,1.0,8000.0,,0.0,5.0,0.0,2008.0,1,,,2.0,1.0,2.0,1.0,,0.0,0.0,1.0,2100.0,1845.0,3.0,4.0,1.0,3.0,2.0,3.0,False,-0.1087918098462753,1.318788067645208,-1.485568540787894,0.0589331393759074,-0.5749222072820908,0.0
702784,5500.0,4540.0,5500.0,388.9052962357941,474.6737048230288,37.0,female,1.0,3650.0,0.0,0.0,1.0,2900.0,2340.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,1952.0,,1957.0,,,70211.0,1.0,2006.0,2008.0,1.0,2012.0,1.0,,1.0,1.0,20.0,780.0,2.0,,4.0,0.0,4.0,2.0,3.0,4.0,0.0,7.0,6.0,1.0,1.0,1500.0,290000.0,0.0,1.0,1.0,2018.0,2,,,2.0,1.0,1.0,1.0,,,0.0,1.0,2900.0,2340.0,1.0,5.0,1.0,5.0,1.0,3.0,False,-1.5600439902944756,0.4104840417654639,0.9134097981733508,-0.8444221495088643,-0.0061986429182534,0.0
701430,8166.0,5560.0,5813.0,705.5252456435711,613.8808465621122,37.0,male,1.0,4075.0,0.0,-2.0,1.0,4226.0,2826.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1950.0,,1951.0,,,2139.97686903387,1.0,2003.0,2008.0,2.0,,1.0,,2.0,2.0,,,,,,0.0,3.0,2.0,4.0,4.0,0.0,6.0,5.0,1.0,4.0,2000.0,,0.0,5.0,0.0,,0,,,,,,,,,0.0,1.0,4226.0,2826.0,1.0,5.0,1.0,1.0,1.0,3.0,False,-0.4672209108230915,-0.8624113839612731,-0.7708769448044857,-0.826853063014674,-0.7474997493117821,1.0
731052,8100.0,5500.0,6699.0,664.6001912323024,378.1528430548156,43.0,female,0.0,4500.0,0.0,0.0,1.0,3900.0,2750.0,1.0,4.0,1.0,4.0,1.0,3.0,0.0,1.0,2.0,1946.0,2004.0,1949.0,,,,1.0,2008.0,2008.0,1.0,2009.0,1.0,,2.0,2.0,21.0,500.0,2.0,,1.0,0.0,3.0,2.0,4.0,4.0,0.0,6.0,6.0,1.0,1.0,15000.0,,0.0,1.0,0.0,2013.0,2,,,2.0,1.0,1.0,1.0,,0.0,0.0,1.0,3900.0,2750.0,1.0,4.0,1.0,4.0,1.0,3.0,False,-0.8503988397775507,-0.2269079017996574,-0.159174544229152,-0.9886962847596285,-0.133275008420726,0.0
731248,,,,,,36.0,male,0.0,,0.0,-5.0,13.0,948.009599380784,750.0,5.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,1962.0,,1965.0,,,0.0,1.0,1980.0,1980.0,1.0,1985.0,1.0,5.0,,,,,2.0,,3.0,0.0,5.0,2.0,5.0,4.0,99.0,,5.0,4.0,4.0,,,0.0,,0.0,,0,,,3.0,,,,5.0,0.0,,13.0,948.009599380784,750.0,5.0,3.0,1.0,3.0,2.0,3.0,True,-1.5703447519943845,-0.4573191609416076,0.1394961440932943,1.2672539851004858,-1.101755976466096,0.0
731268,5828.79623690273,4100.0,5524.74693228913,349.7421301221054,226.6180343965248,27.0,female,0.0,4063.0,13.0,13.0,5.0,878.077657978956,700.0,5.0,6.0,1.0,3.0,1.0,3.0,15.0,2.0,3.0,1957.0,,1958.0,,,,2.0,2014.0,,2.0,,1.0,6.0,1.0,1.0,,,2.0,,,0.0,3.0,2.0,4.0,4.0,1.0,7.0,6.0,1.0,4.0,2500.0,,0.0,,0.0,,0,,,3.0,2.0,2.0,1.0,,0.0,0.0,5.0,878.077657978956,700.0,5.0,6.0,1.0,3.0,1.0,3.0,False,0.4824120943333103,-1.2487135107168768,0.986911740441317,0.4732715195000144,-0.5448023172451195,0.0
714338,3200.0,2200.0,3200.0,67.6123403782813,16.903085094570308,27.0,female,0.0,2200.0,8.0,8.0,1.0,3200.0,2200.0,5.0,6.0,0.0,2.0,2.0,1.0,10.0,2.0,1.0,1953.0,,1957.0,,,32137.9415955658,,,,,,,7.0,,,,,2.0,,,0.0,3.0,1.0,3.0,5.0,1.0,7.0,6.0,4.0,4.0,,,0.0,5.0,0.0,,0,,,,,,,,0.0,0.0,1.0,3200.0,2200.0,5.0,6.0,0.0,2.0,2.0,1.0,False,-1.607994180617911,0.960153076957682,0.6856221140009763,0.7262707296436252,0.9726999484753184,0.0
730532,7000.0,5000.0,7000.0,1490.8106782360908,1104.6424134779325,27.0,female,0.0,5000.0,15.0,15.0,7.0,0.0,0.0,5.0,3.0,1.0,2.0,1.0,3.0,5.0,2.0,3.0,1960.0,,1961.0,,,0.0,2.0,2015.0,,2.0,,1.0,8.0,1.0,2.0,,,2.0,,,0.0,3.0,1.0,4.0,4.0,2.0,4.0,6.0,4.0,4.0,,,0.0,,0.0,,0,,,3.0,,,,8.0,0.0,0.0,7.0,0.0,0.0,5.0,3.0,1.0,2.0,1.0,3.0,False,-0.8558920507562302,1.4799143866698476,1.8027130909725813,1.582477857416499,1.6797975692703389,0.0
709642,12884.5362562267,8670.0,3968.80481834208,3475.0510625647985,2335.157621676607,27.0,male,0.0,2720.0,5.0,5.0,1.0,2536.36320561483,1750.0,5.0,4.0,1.0,3.0,1.0,3.0,5.0,2.0,1.0,1966.0,,1965.0,,11.0,,1.0,2015.0,2016.0,2.0,,1.0,7.0,2.0,1.0,,,2.0,,3.0,0.0,4.0,1.0,3.0,4.0,1.0,,6.0,1.0,4.0,-9.0,,0.0,5.0,0.0,,0,5.0,2.0,1.0,1.0,2.0,1.0,,0.0,0.0,1.0,2536.36320561483,1750.0,5.0,4.0,1.0,3.0,1.0,3.0,False,-1.0605445050757163,2.1396466869694297,1.2623585685995835,-0.4291989528638179,1.297323163528246,0.0
704470,,,3719.45723629107,439.30141007028857,145.46477236774544,41.0,female,0.0,2680.0,0.0,-5.0,1.0,1805.47945853374,1300.0,3.0,4.0,0.0,5.0,1.0,4.0,4.0,7.0,2.0,1946.0,2005.0,1948.0,,15.0,,1.0,2017.0,2018.0,1.0,2019.0,1.0,,2.0,2.0,10.0,280.0,2.0,,3.0,0.0,5.0,2.0,4.0,4.0,0.0,,5.0,1.0,1.0,,,0.0,1.0,0.0,2009.0,2,,,2.0,1.0,1.0,1.0,,0.0,0.0,1.0,,,3.0,4.0,0.0,5.0,1.0,4.0,True,0.328176295926216,0.0356100236848385,0.3526731081311999,0.3681620768908651,0.3145490190322448,0.0
715521,3800.0,3250.0,4460.0,393.6629790519783,238.99344783896453,40.0,male,0.0,3250.0,0.0,-2.0,4.0,1800.0,1500.0,1.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1954.0,1991.0,1956.0,,,,1.0,2008.0,2008.0,1.0,2010.0,1.0,,2.0,2.0,16.0,860.0,2.0,,2.0,0.0,4.0,1.0,3.0,3.0,0.0,,6.0,1.0,1.0,1000.0,280000.0,0.0,5.0,0.0,2012.0,2,,,2.0,1.0,1.0,1.0,,,,4.0,1800.0,1500.0,1.0,5.0,1.0,3.0,1.0,2.0,False,-0.46632195854346,-0.471003953453722,-0.316170003206209,-0.1500952756468712,-0.4335537451502633,0.0
730821,,,,,,42.0,male,0.0,,,,1.0,,,1.0,2.0,1.0,5.0,1.0,3.0,1.0,1.0,3.0,1958.0,,1959.0,,,0.0,1.0,2002.0,2007.0,1.0,2009.0,1.0,,2.0,3.0,20.0,350.0,2.0,,4.0,0.0,3.0,3.0,3.0,3.0,99.0,,4.0,2.0,3.0,,,0.0,3.0,0.0,2010.0,2,,,3.0,1.0,1.0,1.0,,0.0,0.0,1.0,,,1.0,2.0,1.0,5.0,1.0,3.0,False,0.6446440693808951,-0.3904132431953238,-1.4698760525718704,-1.1511289907819902,-1.4795516497889794,0.0
703474,3473.0,2500.0,150.0,1497.6257351664233,1055.9113658109816,27.0,female,0.0,100.0,6.0,6.0,1.0,3473.0,2500.0,5.0,6.0,0.0,1.0,2.0,1.0,6.0,3.0,1.0,1961.0,,1960.0,,14.0,,,,,,,,7.0,,,,,2.0,,,0.0,4.0,2.0,4.0,4.0,1.0,4.0,6.0,4.0,4.0,,,0.0,5.0,0.0,,0,6.0,3.0,1.0,,,,7.0,0.0,0.0,1.0,3473.0,2500.0,5.0,6.0,0.0,1.0,2.0,1.0,False,1.1360520477583425,1.18552080781757,1.1761510918014784,0.3266503862585421,0.8717627107646723,0.0
709272,,,2727.41233803046,373.15241980078673,274.8649964683115,43.0,female,1.0,2000.0,0.0,-6.0,1.0,972.659156364994,750.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,1948.0,,1951.0,,,0.0,1.0,2012.0,2013.0,1.0,2020.0,1.0,6.0,1.0,1.0,,,2.0,,3.0,0.0,5.0,2.0,4.0,4.0,99.0,3.0,6.0,1.0,1.0,,9999999999.0,0.0,1.0,0.0,2020.0,2,,,2.0,1.0,1.0,1.0,,0.0,0.0,1.0,972.659156364994,750.0,1.0,4.0,1.0,4.0,2.0,3.0,True,1.5389386402024572,0.1081222167384834,0.0114062735906016,-0.1098533169840963,-1.903272835322405,0.0
717636,8576.0,5800.0,5060.0,1111.7930231161831,627.4396856906676,36.0,male,0.0,3610.0,,,1.0,4288.0,2900.0,5.0,4.0,1.0,1.0,1.0,2.0,,,2.0,1959.0,,1962.0,,,32452.696482727,1.0,2008.0,2008.0,2.0,,1.0,,1.0,1.0,,,2.0,,3.0,0.0,1.0,1.0,3.0,3.0,2.0,,6.0,1.0,4.0,4000.0,,0.0,5.0,0.0,,0,,,2.0,1.0,2.0,1.0,,0.0,0.0,1.0,4288.0,2900.0,5.0,4.0,1.0,1.0,1.0,2.0,True,-0.194383134304538,0.3672706571624296,0.2367240587238336,0.5280583192639836,-0.8716698245580519,0.0
700853,4598.67761611824,3600.0,3283.22267410608,453.2891446509928,372.2163789502907,41.0,male,0.0,2510.0,0.0,-3.0,1.0,2950.0,2400.0,5.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,1946.0,,1948.0,,,0.0,1.0,2004.0,2007.0,2.0,,1.0,,2.0,2.0,,260.0,2.0,,2.0,0.0,3.0,1.0,4.0,4.0,0.0,6.0,6.0,1.0,1.0,6000.0,230000.0,0.0,1.0,0.0,2015.0,2,,,2.0,1.0,2.0,1.0,,0.0,0.0,1.0,2950.0,2400.0,5.0,4.0,1.0,3.0,1.0,3.0,False,0.975593618662022,-2.024991098745686,-1.963287874517355,-1.065791003757255,-1.686836097703553,0.0
702075,5172.91878092367,3500.0,5172.91878092367,600.2236150926017,343.9642474280901,41.0,male,0.0,3500.0,0.0,-1.0,1.0,3446.11391341185,2250.0,1.0,4.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,1955.0,,1956.0,,,9464.0,1.0,2000.0,2005.0,1.0,2009.0,1.0,,1.0,2.0,4.0,155.0,2.0,,1.0,0.0,3.0,1.0,4.0,4.0,99.0,2.0,6.0,1.0,1.0,-8.0,250000.0,0.0,1.0,0.0,2013.0,2,,,3.0,1.0,1.0,1.0,,,0.0,1.0,3446.11391341185,2250.0,1.0,4.0,1.0,4.0,1.0,3.0,False,-0.5445362868132461,0.4540434097964948,0.3374043047086097,0.166658216018897,-0.1998012970737017,0.0
721876,4283.62740401309,3325.0,4797.90631460781,549.8652416324123,262.00644568701193,45.0,female,0.0,3386.0,,,1.0,2338.0,1925.0,5.0,5.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,1949.0,,1949.0,,23.0,,1.0,2005.0,2008.0,2.0,,1.0,,1.0,1.0,9.0,300.0,2.0,,3.0,0.0,5.0,1.0,5.0,4.0,99.0,4.0,6.0,1.0,1.0,12000.0,355000.0,0.0,1.0,0.0,2010.0,2,,,,1.0,2.0,1.0,,0.0,0.0,1.0,2338.0,1925.0,5.0,5.0,1.0,2.0,1.0,3.0,False,0.5112530481377437,-0.8896114318537267,-0.4693111986682868,0.4114841085367647,-0.0614242150387671,0.0
726966,6200.0,5000.0,5004.52989768368,500.8970654540553,522.0449966172379,36.0,female,0.0,3400.0,0.0,-2.0,1.0,2900.0,2250.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1954.0,,1958.0,,,0.0,1.0,2005.0,2006.0,1.0,2009.0,1.0,,1.0,1.0,27.0,,2.0,,5.0,0.0,3.0,2.0,3.0,4.0,0.0,6.0,5.0,1.0,1.0,,9999999998.0,0.0,1.0,0.0,2013.0,2,,,2.0,1.0,1.0,1.0,,0.0,0.0,1.0,2900.0,2250.0,1.0,5.0,1.0,2.0,1.0,2.0,False,-0.1536959569188619,-1.0334698561923146,0.6182042508723545,1.3450946003511297,-0.1303325209760348,0.0
701931,2577.4142108627,1750.0,2577.4142108627,236.5585196345401,0.0,46.0,male,0.0,1750.0,,,1.0,2577.4142108627,1750.0,1.0,4.0,1.0,2.0,1.0,3.0,,,2.0,1944.0,1991.0,1948.0,,,,1.0,2002.0,2002.0,1.0,2002.0,1.0,6.0,1.0,2.0,2.0,8.0,2.0,,2.0,0.0,5.0,1.0,2.0,3.0,0.0,5.0,5.0,1.0,1.0,3000.0,,0.0,1.0,0.0,2013.0,4,,,2.0,1.0,1.0,1.0,,0.0,101.0,1.0,2577.4142108627,1750.0,1.0,4.0,1.0,2.0,1.0,3.0,False,-0.2460065028211968,0.8000312095850745,-0.3478874906465331,0.5249206905511135,0.3590164203199608,0.0
722364,,,6891.0,89.44916467594585,28.434134416225863,28.0,male,1.0,4421.0,0.0,-3.0,1.0,0.0,0.0,1.0,4.0,1.0,5.0,1.0,3.0,0.0,1.0,2.0,1952.0,,1959.0,,,,1.0,2015.0,2016.0,1.0,2016.0,1.0,6.0,2.0,2.0,30.0,999.0,2.0,,1.0,0.0,3.0,1.0,3.0,4.0,99.0,4.0,6.0,1.0,1.0,3000.0,,0.0,5.0,0.0,2017.0,1,,,2.0,1.0,1.0,1.0,,0.0,0.0,1.0,,,1.0,4.0,1.0,5.0,1.0,3.0,False,0.6420064821730055,0.0296786712270655,0.0517321527886955,0.0785126853140814,-0.3088645398375664,0.0
702647,3500.0,2800.0,3500.0,751.9819063612231,291.74330759662314,42.0,male,0.0,2700.0,,,1.0,2300.0,2000.0,1.0,4.0,1.0,1.0,1.0,3.0,,,2.0,1953.0,,1953.0,,,1305.60024509802,1.0,1998.0,2001.0,1.0,2001.0,1.0,,1.0,1.0,6.0,550.0,2.0,,1.0,0.0,4.0,1.0,3.0,4.0,99.0,,6.0,1.0,1.0,10000.0,240000.0,0.0,1.0,0.0,2008.0,2,,,2.0,1.0,1.0,1.0,,0.0,0.0,1.0,2300.0,2000.0,1.0,4.0,1.0,1.0,1.0,3.0,False,-1.7037557160849883,0.7546110246120328,0.4862376578123553,1.1383345507115663,0.5358801869919056,0.0
709192,2236.0,1890.0,2236.0,184.884145383528,178.89939874836176,34.0,female,1.0,1683.0,3.0,3.0,1.0,2236.0,1890.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,1947.0,2013.0,1951.0,,,1592.81009539744,1.0,2013.0,2014.0,1.0,2016.0,1.0,8.0,2.0,2.0,30.0,1800.0,2.0,,4.0,0.0,4.0,2.0,4.0,5.0,1.0,5.0,6.0,1.0,1.0,,300000.0,0.0,1.0,0.0,2019.0,2,,,2.0,1.0,1.0,1.0,,0.0,0.0,1.0,2236.0,1890.0,1.0,4.0,0.0,3.0,1.0,1.0,False,-1.6104545447810508,1.6013894704412504,1.3638539001020753,1.4780422920966894,1.5170368665616014,0.0
